City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,nouadhibou,20.931,-17.0347,17.99,88,0,6.17,MR,1712807602
361,bluefields,12.0137,-83.7635,26.84,80,98,2.92,NI,1712807603
362,ancud,-41.8697,-73.8203,8.12,77,9,2.36,CL,1712807604
363,gillette,44.2911,-105.5022,0.06,60,0,3.09,US,1712807600
364,fort st. john,56.2499,-120.8529,4.94,42,75,4.63,CA,1712807607
365,port blair,11.6667,92.75,33.02,66,40,2.06,IN,1712807608
366,hirara,24.8,125.2833,26.92,83,75,4.63,JP,1712807609
367,eraan,9.0629,117.7016,32.65,52,90,2.94,PH,1712807610
368,bargaal,11.2864,51.0773,27.02,78,14,1.27,SO,1712807611
369,arteche,12.2645,125.4048,29.08,70,96,4.36,PH,1712807613
370,naama,33.2667,-0.3167,7.64,43,21,2.69,DZ,1712807614
371,tot'ma,59.9747,42.7642,11.5,85,100,6.26,RU,1712807615
372,raojan,22.537,91.9198,30.99,10,19,3.17,BD,1712807616
373,pisco,-13.7,-76.2167,22.03,83,0,1.54,PE,1712807617
374,city of balikpapan,-1.242,116.8942,28.97,74,20,4.12,ID,1712807618
375,qaisumah,28.3112,46.1273,17.98,48,52,1.54,SA,1712807620
376,akhtubinsk,48.2795,46.1722,16.86,45,0,2.46,RU,1712807621
377,penzance,50.1186,-5.5371,11.38,97,100,6.28,GB,1712807622
378,auki,-8.7676,160.7034,28.3,81,75,0.53,SB,1712807623
379,okhotsk,59.3833,143.3,-0.41,85,10,3.12,RU,1712807624
380,oranjemund,-28.55,16.4333,15.45,81,0,2.42,NA,1712807625
381,les cayes,18.2,-73.75,25.14,79,0,1.82,HT,1712807626
382,karratha,-20.7377,116.8463,30.15,52,6,6.36,AU,1712807627
383,kourou,5.1552,-52.6478,28.03,89,91,3.74,GF,1712807628
384,minas de marcona,-15.2119,-75.1103,17.19,85,100,3.94,PE,1712807630
385,bayanhongor,46.7167,100.1167,4.89,34,43,6.18,MN,1712807631
386,fortuna,40.5982,-124.1573,10.92,95,100,2.06,US,1712807632
387,francistown,-21.17,27.5079,16.15,56,93,3.37,BW,1712807633
388,reggane,26.7158,0.1714,23.7,26,0,7.12,DZ,1712807634
389,jiagedaqi,50.4167,124.1167,13.3,24,75,2.6,CN,1712807635
390,bodaybo,57.8506,114.1933,2.01,87,100,1.47,RU,1712807636
391,provins,48.5833,3.1667,10.53,82,97,2.6,FR,1712807637
392,semnan,35.5729,53.3971,17.93,41,97,0.97,IR,1712807638
393,westport,41.1415,-73.3579,13.41,86,100,4.12,US,1712807373
394,quellon,-43.1167,-73.6167,8.15,86,0,2.83,CL,1712807640
395,lautoka,-17.6167,177.4667,29.92,66,20,4.12,FJ,1712807641
396,dolinsk,47.35,142.8,8.18,48,42,7.18,RU,1712807642
397,usogorsk,63.4106,48.6872,1.48,100,100,6.38,RU,1712807643
398,quirinopolis,-18.4483,-50.4517,21.44,96,100,0.67,BR,1712807494
399,yamada,39.4667,141.95,13.27,59,84,5.38,JP,1712807645
400,demopolis,32.5176,-87.8364,16.97,94,100,2.06,US,1712807402
401,traralgon,-38.1833,146.5333,18.03,54,83,1.78,AU,1712807447
402,la passe,45.5549,-0.8967,11.66,77,100,2.4,FR,1712807649
403,kill devil hills,36.0307,-75.676,18.32,79,0,4.63,US,1712807613
404,saint-pierre,-21.3393,55.4781,25.82,61,0,2.57,RE,1712807622
405,czaplinek,53.5578,16.2333,3.75,82,27,3.0,PL,1712807652
406,kuqa,41.7278,82.9364,19.57,16,24,2.53,CN,1712807653
407,oskaloosa,41.2964,-92.6444,16.32,44,75,1.54,US,1712807654
408,tahe,52.3333,124.7333,11.72,31,3,1.37,CN,1712807656
409,paita,-5.0892,-81.1144,23.35,74,64,3.72,PE,1712807657
410,luau,-10.7073,22.2247,19.02,96,100,0.49,AO,1712807658
411,nanakuli,21.3906,-158.1547,27.97,61,0,3.6,US,1712807659
412,salalah,17.0151,54.0924,26.05,73,40,1.54,OM,1712807623
413,chirilagua,13.2203,-88.1386,24.71,88,68,0.68,SV,1712807662
414,aioun,16.6614,-9.6149,31.73,29,65,2.71,MR,1712807663
415,cill airne,52.05,-9.5167,9.48,97,78,1.84,IE,1712807664
416,portage la prairie,49.9728,-98.2926,7.72,54,100,4.33,CA,1712807665
417,roma,43.2128,-75.4557,13.94,94,100,2.57,US,1712807464
418,sale,34.0389,-6.8166,17.58,100,12,1.54,MA,1712807667
419,bamboo flat,11.7,92.7167,33.05,66,40,2.06,IN,1712807668
420,kenora,49.8167,-94.4337,10.54,50,75,2.57,CA,1712807669
421,otjimbingwe,-22.35,16.1333,19.6,39,0,3.47,NA,1712807670
422,miyazu,35.5333,135.1833,20.11,52,100,4.19,JP,1712807671
423,nagqu,31.5,92.0,0.5,24,23,3.56,CN,1712807672
424,acarau,-2.8856,-40.12,25.49,90,100,1.58,BR,1712807674
425,richmond,37.5538,-77.4603,18.14,90,100,2.06,US,1712807230
426,khunti,23.0833,85.2833,24.06,27,100,3.4,IN,1712807676
427,suphan buri,14.4742,100.1222,38.08,34,80,3.44,TH,1712807677
428,howard springs,-12.497,131.047,31.66,48,100,3.14,AU,1712807678
429,guaymate,18.5879,-68.9787,23.83,83,20,5.14,DO,1712807679
430,selkirk,50.1436,-96.8845,10.04,76,100,5.51,CA,1712807680
431,puerto santa,-8.9906,-78.6456,21.32,86,79,3.05,PE,1712807681
432,ulanhot,46.0833,122.0833,20.16,30,44,4.79,CN,1712807682
433,vilyuysk,63.7553,121.6247,-5.06,94,100,5.45,RU,1712807683
434,arno,60.1167,18.6333,4.32,79,90,6.29,SE,1712807684
435,muroto-misakicho,33.2833,134.15,16.59,66,91,7.52,JP,1712807685
436,taulaga,-11.0553,-171.0883,29.93,74,23,2.97,AS,1712807687
437,sohbatpur,28.5202,68.5434,35.05,12,5,8.02,PK,1712807688
438,praya,14.9215,-23.5087,21.3,68,20,4.63,CV,1712807689
439,kirovo-chepetsk,58.5539,50.0399,1.05,93,95,4.03,RU,1712807690
440,sovetskoye,52.2861,85.4131,4.82,98,100,1.77,RU,1712807691
441,levuka,50.1834,-105.4011,3.84,59,29,3.41,CA,1712807694
442,qalat,32.1058,66.9083,19.45,23,3,0.49,AF,1712807695
443,nuku'alofa,-21.1333,-175.2,29.19,74,20,6.17,TO,1712807696
444,weston,26.1004,-80.3998,25.56,70,77,7.15,US,1712807557
445,sao jose da coroa grande,-8.8978,-35.1478,26.1,85,100,0.33,BR,1712807698
446,namibe,-15.1961,12.1522,21.76,72,95,2.9,AO,1712807699
447,el calafate,-50.3408,-72.2768,4.82,79,1,1.5,AR,1712807700
448,princeville,45.7668,-61.2985,-0.94,84,0,0.0,CA,1712807701
449,nguigmi,14.2495,13.1092,26.3,14,10,5.31,NE,1712807702
450,champerico,14.3,-91.9167,28.84,68,47,1.8,GT,1712807704
451,baiti,13.745,-14.7482,25.3,35,0,4.04,SN,1712807705
452,cachoeiro de itapemirim,-20.8489,-41.1128,21.35,98,6,1.15,BR,1712807598
453,diamantino,-14.4086,-56.4461,22.96,96,100,1.56,BR,1712807708
454,yuzhno-kurilsk,44.0306,145.8556,4.65,76,61,4.2,RU,1712807709
455,m'sila,35.7058,4.5419,9.05,60,0,3.63,DZ,1712807710
456,sirte,31.2089,16.5887,16.05,85,79,3.05,LY,1712807711
457,smirnykh,49.75,142.8333,11.58,37,49,5.23,RU,1712807714
458,awjilah,29.1081,21.2869,14.75,44,0,3.15,LY,1712807715
459,smithers,54.7804,-127.1743,6.18,65,100,3.6,CA,1712807716
460,balqash,46.8481,74.995,11.33,76,20,5.0,KZ,1712807717
461,east london,-33.0153,27.9116,14.52,82,0,5.66,ZA,1712807718
462,bastad,56.4269,12.8534,8.81,84,100,5.36,SE,1712807720
463,itaituba,-4.2761,-55.9836,24.03,99,100,0.37,BR,1712807721
464,ust-nera,64.5667,143.2,-4.59,79,100,4.33,RU,1712807722
465,veraval,20.9,70.3667,28.41,50,40,2.64,IN,1712807724
466,sevastopol,44.6,33.5333,11.67,57,0,5.28,UA,1712807725
467,yuxia,34.0615,108.6291,21.34,49,81,2.78,CN,1712807726
468,khovd,48.0056,91.6419,11.16,26,75,3.52,MN,1712807727
469,la ronge,55.1001,-105.2842,5.14,70,75,5.66,CA,1712807728
470,nogliki,51.8333,143.1667,7.97,67,4,5.81,RU,1712807729
471,kayangel,8.0823,134.7173,28.33,75,71,6.34,PW,1712807730
472,anton lizardo,19.05,-95.9833,25.68,59,82,5.94,MX,1712807731
473,mumbwa,-14.9783,27.0619,18.6,98,100,1.83,ZM,1712807732
474,timimoun,29.2639,0.231,19.21,34,0,6.17,DZ,1712807733
475,salekhard,66.53,66.6019,-20.48,99,100,2.43,RU,1712807734
476,tsiombe,-25.3,45.4833,22.4,88,85,3.06,MG,1712807735
477,south hedland,-20.4089,118.5983,31.96,35,5,5.66,AU,1712807736
478,piovene rocchette,45.7576,11.4349,13.52,87,92,2.6,IT,1712807738
479,posto fiscal rolim de moura,-13.0833,-62.2667,23.93,97,79,0.55,BR,1712807584
480,las tablas,7.7667,-80.2833,26.76,99,100,0.47,PA,1712807740
481,nortelandia,-14.4547,-56.8028,23.27,95,100,1.64,BR,1712807741
482,port augusta,-32.5,137.7667,21.25,43,0,5.81,AU,1712807743
483,virarajendrapet,12.2,75.8,29.86,46,40,1.26,IN,1712807744
484,lazaro cardenas,17.9583,-102.2,22.55,85,20,1.23,MX,1712807746
485,santo antonio,-6.3106,-35.4789,24.14,95,55,1.17,BR,1712807747
486,altay,47.8667,88.1167,5.08,84,100,1.91,CN,1712807748
487,tsengel,49.4783,100.8894,10.39,27,57,4.73,MN,1712807749
488,xam nua,20.4197,104.0439,32.82,36,85,0.34,LA,1712807750
489,cururupu,-1.8283,-44.8683,23.59,100,100,0.09,BR,1712807751
490,waitara,-38.925,174.25,21.38,80,100,12.38,NZ,1712807752
491,tvoroyri,61.5556,-6.8111,8.54,95,99,11.38,FO,1712807753
492,novyy turtkul',41.55,61.0167,14.95,34,90,5.05,UZ,1712807754
493,pali,25.7667,73.3333,33.32,25,2,4.2,IN,1712807755
494,zouerate,22.7187,-12.4521,26.28,11,0,0.85,MR,1712807756
495,springbok,-29.6643,17.8865,14.92,56,0,5.1,ZA,1712807757
496,zhangye,38.9342,100.4517,17.76,16,54,0.82,CN,1712807758
497,kimberley,-28.7323,24.7623,6.83,100,0,3.09,ZA,1712807760
498,guiuan,11.0333,125.7247,27.4,80,100,6.81,PH,1712807761
499,mulanje,-16.0316,35.5,21.89,87,96,0.6,MW,1712807762
500,malindi,-3.2175,40.1191,28.09,78,75,0.0,KE,1712807763
501,vitorino freire,-4.0667,-45.1667,23.92,97,100,1.46,BR,1712807764
502,la baneza,42.3003,-5.8977,11.66,89,30,0.61,ES,1712807766
503,jayapura,-2.5333,140.7,31.66,60,75,3.46,ID,1712807768
504,kargopol',61.5071,38.9456,6.94,84,100,6.41,RU,1712807769
505,mantua,45.1667,10.7833,10.34,93,74,1.34,IT,1712807485
506,porbandar,21.6422,69.6093,25.99,83,20,5.14,IN,1712807772
507,nambucca heads,-30.65,153.0,25.0,46,0,5.8,AU,1712807773
508,joshimath,30.5667,79.5667,15.58,27,0,1.61,IN,1712807774
509,altai,46.3722,96.2583,3.95,41,52,7.99,MN,1712807775
510,devonport,-41.1667,146.35,18.62,59,20,0.45,AU,1712807761
511,notodden,59.5594,9.2585,5.29,89,100,2.09,NO,1712807732
512,talata mafara,12.5732,6.0597,30.07,17,3,4.06,NG,1712807778
513,tarija,-21.5355,-64.7296,16.92,95,99,2.03,BO,1712807779
514,pointe aux piments,-20.0628,57.5131,27.51,84,47,4.76,MU,1712807780
515,nishinoomote,30.7333,131.0,21.31,68,75,7.2,JP,1712807781
516,walvis bay,-22.9575,14.5053,12.53,100,0,3.09,NA,1712807782
517,qamdo,31.1667,97.2333,3.17,38,35,1.98,CN,1712807783
518,manggar,-2.8833,108.2667,29.82,70,76,2.13,ID,1712807784
519,weno,7.4515,151.8468,25.97,94,100,1.54,FM,1712807785
520,kolomna,55.0794,38.7783,12.97,91,100,3.13,RU,1712807786
521,leskovac,42.9981,21.9461,11.77,88,5,0.89,RS,1712807787
522,baardheere,2.3446,42.2764,27.78,76,33,3.75,SO,1712807788
523,saudarkrokur,65.7461,-19.6394,-2.35,80,100,2.38,IS,1712807789
524,holualoa,19.6228,-155.9522,24.03,85,20,3.09,US,1712807731
525,weligama,5.9667,80.4167,31.33,58,8,3.66,LK,1712807791
526,hauterive,46.0901,3.4459,3.2,92,49,1.11,FR,1712807792
527,praia da vitoria,38.7333,-27.0667,17.14,94,75,7.24,PT,1712807793
528,hami,42.8,93.45,17.85,26,7,4.88,CN,1712807794
529,guozhen,34.3659,107.359,22.66,46,100,2.98,CN,1712807795
530,santa vitoria do palmar,-33.5189,-53.3681,15.34,65,94,4.32,BR,1712807796
531,bikenibeu village,1.3673,173.1241,30.98,74,40,3.6,KI,1712807797
532,changleng,28.7,115.8167,21.64,71,97,1.41,CN,1712807798
533,kallar kahar,32.7833,72.7,21.42,32,80,2.7,PK,1712807799
534,cockburn town,21.4612,-71.1419,24.95,71,93,11.1,TC,1712807783
535,peace river,56.2501,-117.286,7.17,28,75,2.57,CA,1712807801
536,plessisville,46.2186,-71.762,8.42,92,100,1.4,CA,1712807802
537,kindu,-2.95,25.95,21.01,97,59,0.86,CD,1712807803
538,taroa,8.7058,171.2275,27.46,81,80,9.04,MH,1712807804
539,nova sintra,14.8667,-24.7167,22.6,75,6,8.24,CV,1712807805
540,marsala,37.7966,12.4352,12.97,71,0,3.09,IT,1712807806
541,vung tau,10.346,107.0843,29.8,67,7,10.51,VN,1712807807
542,marat,25.0701,45.4615,21.31,63,95,6.14,SA,1712807808
543,tshabong,-26.05,22.45,15.56,47,0,4.04,BW,1712807809
544,san luis de la loma,17.2706,-100.8939,24.41,83,28,2.24,MX,1712807810
545,butwal,27.7006,83.4484,33.98,8,2,2.26,NP,1712807811
546,dryden,49.7833,-92.7503,8.16,61,0,2.06,CA,1712807812
547,puerto leguizamo,-0.1934,-74.7819,24.06,89,67,0.91,CO,1712807813
548,kapa'a,22.0752,-159.319,26.99,84,100,5.66,US,1712807646
549,salinas,36.6777,-121.6555,18.34,78,0,3.6,US,1712807815
550,boguchany,58.3814,97.4531,-3.97,86,90,3.13,RU,1712807816
551,al hudaydah,14.7978,42.9545,28.46,77,13,3.52,YE,1712807817
552,bardai,11.65,7.2333,25.47,26,18,3.67,NG,1712807818
553,pospelikha,51.95,81.7667,4.09,91,100,2.7,RU,1712807820
554,sambava,-14.2667,50.1667,25.45,90,65,1.52,MG,1712807821
555,coronel suarez,-37.4547,-61.9334,7.09,74,94,2.47,AR,1712807822
556,pagar alam,-4.0167,103.2667,25.68,83,100,1.71,ID,1712807823
557,kutulik,53.3508,102.7839,5.24,86,100,4.05,RU,1712807824
558,formosa,-26.1775,-58.1781,22.76,99,100,0.89,AR,1712807532
559,san salvador de jujuy,-24.1946,-65.2971,15.74,98,100,0.88,AR,1712807674
560,miyako,39.6367,141.9525,15.26,49,89,3.9,JP,1712807828
561,omdurman,15.6445,32.4777,24.96,14,2,5.6,SD,1712807829
562,manismata,-2.4667,111.0333,30.43,76,86,0.87,ID,1712807830
563,naze,28.3667,129.4833,21.51,61,50,2.22,JP,1712807831
564,blackwater,-23.5833,148.8833,27.82,20,0,1.97,AU,1712807832
565,burang,30.25,81.1667,-4.22,61,31,1.77,CN,1712807833
566,bijie,27.3125,105.2942,16.39,69,100,2.36,CN,1712807834
567,hafar al-batin,28.4328,45.9708,18.32,48,48,1.54,SA,1712807836
568,mahalapye,-23.1041,26.8142,15.68,62,3,2.59,BW,1712807837
569,mata-utu,-13.2816,-176.1745,29.74,76,19,5.46,WF,1712807839
570,lompoc,34.6391,-120.4579,16.68,94,100,2.06,US,1712807593
571,al qubbah,32.7616,22.2424,9.89,56,0,4.41,LY,1712807841
572,sassandra,4.95,-6.0833,25.41,90,100,1.13,CI,1712807842
573,marine corps base hawaii - mcbh,21.4453,-157.7513,27.98,67,40,5.14,US,1712807843
574,isangel,-19.55,169.2667,31.06,70,40,3.09,VU,1712807844
575,divnomorskoye,44.5011,38.1353,12.32,90,77,1.18,RU,1712807845
576,shambu,9.5667,37.1,15.61,29,66,1.47,ET,1712807846
577,vygonichi,53.0985,34.0673,14.82,73,95,2.77,RU,1712807847
578,markovo,57.3206,107.0881,4.0,75,100,4.99,RU,1712807848
579,kalmunai,7.4167,81.8167,29.91,68,78,2.57,LK,1712807849
580,panjab,34.388,67.0233,3.96,69,2,1.44,AF,1712807850
581,angra do heroismo,38.65,-27.2167,17.34,97,75,1.79,PT,1712807851
